Lenja;Riedel;f;Münsingen;27;43562
Rosalie;Wilhelm;f;Altstätten;58;42961
Vivien;Hansen;f;Spreitenbach;70;42870
Mona;Nagel;f;Val-de-Travers;56;40975
Lana;Grimm;f;Zofingen;67;58511
Carolin;Lenz;f;Arth;24;82844
Juna;Ritter;f;Pfäffikon;21;99024
Elli;Bock;f;Männedorf;63;93933
Lynn;Langer;f;Oberwil;22;99563
Diana;Kaufmann;f;Chêne-Bougeries;57;40730
Thea;Mohr;f;Brugg;29;40385
Alexandra;Förster;f;Weinfelden;22;92653
Angelina;Zimmer;f;Hinwil;45;99524
Carolina;Haase;f;Birsfelden;69;94827
Marla;Lutz;f;Belp;69;89987
Michelle;Kruse;f;Aesch;59;49067
Tessa;Jahn;f;Le;52;98943
Tabea;Schumann;f;Möhlin;30;46599
Celine;Fiedler;f;Veyrier;23;40715
Leticia;Thiel;f;Zürich;21;62489
Svea;Hoppe;f;Genf;33;48378
Alisa;Kraft;f;Basel;32;58515
Marleen;Michel;f;Lausanne;49;41359
Milla;Marx;f;Bern;68;95475
Amalia;Fritz;f;Winterthur;21;71129
Joleen;Arndt;f;Luzern;70;78593
Mariella;Eckert;f;Lugano;25;42027
Laila;Schütz;f;Biel/Bienne;64;71201
Liana;Walther;f;Thun;23;99481
Rebekka;Petersen;f;Köniz;53;92558
Alessia;Berg;f;Schaffhausen;66;59498
Kimberly;Schindler;f;Freiburg;29;42721
Nala;Kunz;f;Chur;66;83135
Nelly;Reuter;f;Neuenburg;30;90703
Alicia;Sander;f;Vernier;33;87321
Annalena;Schilling;f;Uster;52;97727
Emmi;Reinhardt;f;Sitten;21;89972
Aurelia;Frey;f;Lancy;68;72644
Lene;Ebert;f;Emmen;70;41815
Christina;Böttcher;f;Yverdon-les-Bains;56;92817
Samantha;Thiele;f;Zug;40;98617
Larissa;Gruber;f;Kriens;70;40710
Noemi;Schramm;f;Rapperswil-Jona;22;99164
Dana;Hein;f;Dübendorf;31;76106
Ina;Bayer;f;Montreux;37;58980
Evelyn;Fröhlich;f;Dietikon;67;95299
Anne;Voß;f;Frauenfeld;36;49182
Natalie;Herzog;f;Wetzikon;27;40760
Alma;Hesse;f;Baar;66;70160
Amelia;Maurer;f;Meyrin;22;65330
Giulia;Rudolph;f;Riehen;70;61354
Lorena;Nowak;f;Wädenswil;68;95118
Fenja;Geiger;f;Wettingen;59;86801
Zeynep;Beckmann;f;Carouge;68;96823
Leona;Kunze;f;Renens;28;75650
Tilda;Seitz;f;Kreuzlingen;70;83455
Felicitas;Stephan;f;Aarau;32;99373
Liv;Büttner;f;Allschwil;62;98112
Liliana;Bender;f;Bulle;63;44948
Nisa;Gärtner;f;Horgen;21;98325
Veronika;Bachmann;f;Nyon;35;46892
Jara;Behrens;f;Reinach;60;48774
Xenia;Scherer;f;Vevey;23;91503
Amira;Adam;f;Kloten;58;40529
Linea;Stahl;f;Wil;50;45287
Medina;Steiner;f;Baden;23;45168
Tuana;Kurz;f;Gossau;43;78933
Malia;Dietz;f;Onex;43;57937
Henriette;Brunner;f;Bülach;25;67579
Jonna;Witt;f;Volketswil;70;96026
Jessika;Moser;f;Bellinzona;42;49814
Cataleya;Fink;f;Muttenz;21;98634
Naila;Ullrich;f;Thalwil;28;57607
Valerie;Kirchner;f;Pully;54;98321
Alexa;Löffler;f;Olten;70;90856
Carina;Heinz;f;Regensdorf;54;40702
Dilara;Schultz;f;Adliswil;63;63332
Estelle;Ulrich;f;Monthey;70;45864
Maira;Reichert;f;Schlieren;70;99021
Daria;Schwab;f;Martigny;59;85893
Joline;Breuer;f;Solothurn;67;40961
Elise;Gerlach;f;Grenchen;68;72779
Helen;Brinkmann;f;Freienbach;60;93009
Josie;Göbel;f;Illnau-Effretikon;22;40850
Rosa;Blum;f;Opfikon;62;40610
Azra;Brand;f;Siders;66;44117
Tamina;Naumann;f;Ostermundigen;66;42534
Ava;Stark;f;Steffisburg;21;42462
Enna;Wirth;f;Burgdorf;39;41109
Bella;Schenk;f;Pratteln;70;99112
Leana;Binder;f;Herisau;43;82995
Melanie;Körner;f;Locarno;35;50979
Alena;Schlüter;f;Langenthal;32;54353
Cheyenne;Rieger;f;Cham;25;52724
Enie;Urban;f;Morges;25;48471
Melia;Böhme;f;Binningen;21;99071
Meryem;Jakob;f;Wohlen;64;99552
Esma;Schröter;f;Schwyz;70;81509
Leandra;Krebs;f;Einsiedeln;22;73204
Livia;Wegner;f;Stäfa;62;40593
Selma;Heller;f;Wallisellen;46;73660
Malin;Kopp;f;Arbon;30;99603
Nela;Link;f;Liestal;34;67514
Ylvi;Wittmann;f;Thônex;22;41260
Ashley;Unger;f;Küsnacht;23;59125
Madita;Reimann;f;Horw;38;76388
Marina;Ackermann;f;Versoix;70;89891
Marlena;Hirsch;f;Uzwil;34;56247
Janne;Schiller;f;Muri;27;73724
Jill;Döring;f;Meilen;37;48077
Maike;May;f;Spiez;69;98539
Rieke;Bruns;f;Brig-Glis;64;44300
Amina;Wendt;f;Richterswil;26;59108
Ayla;Wolter;f;Oftringen;22;66934
Melinda;Menzel;f;Glarus;49;46137
Alea;Pfeifer;f;Amriswil;65;50619
Amilia;Sturm;f;Küssnacht;66;41481
Aurora;Buchholz;f;Ebikon;43;97626
Mailin;Rose;f;Zollikon;40;41114
Elin;Meißner;f;Rüti;64;99469
Enya;Janssen;f;Rheinfelden;70;96334
Florentine;Bach;f;Lyss;47;45232
Selin;Engelhardt;f;Münchenstein;24;98054
Valeria;Bischoff;f;Delsberg;21;98982
Annelie;Bartsch;f;Gland;23;70551
Heidi;John;f;Mendrisio;69;42867
Malina;Kohl;f;Prilly;27;43337
Nicole;Kolb;f;Villars-sur-Glâne;66;45155
Nika;Münch;f;Worb;48;46634
Flora;Vetter;f;Buchs;21;50374
Holly;Hildebrandt;f;Davos;69;99585
Liya;Renner;f;Ecublens;69;93372
Josefin;Weiss;f;Affoltern;31;41012
Lenia;Kiefer;f;Bassersdorf;35;65257
Milana;Rau;f;Ittigen;56;67811
Tamara;Hinz;f;Münsingen;66;46775
Asya;Wilke;f;Altstätten;29;98726
Freya;Gebhardt;f;Spreitenbach;58;72101
Lilian;Siebert;f;Val-de-Travers;47;64513
Talia;Baier;f;Zofingen;57;49613
Alice;Köster;f;Arth;70;96028
Mary;Rohde;f;Pfäffikon;29;91481
Eliana;Will;f;Männedorf;64;40582
Felina;Fricke;f;Oberwil;40;42053
Hermine;Freitag;f;Chêne-Bougeries;63;40955
Mathea;Nickel;f;Brugg;67;97180
Sonja;Reich;f;Weinfelden;36;87942
Alisha;Funk;f;Hinwil;23;41096
Soraya;Linke;f;Birsfelden;70;52849
Elaine;Keil;f;Belp;40;41261
Madeleine;Hennig;f;Aesch;58;96250
Jolie;Witte;f;Le;68;51543
Ceylin;Stoll;f;Möhlin;23;98890
Eda;Schreiner;f;Veyrier;67;61316
Svenja;Held;f;Zürich;22;40455
Jamie;Noack;f;Genf;67;73528
Kate;Brückner;f;Basel;21;51197
Lilith;Decker;f;Lausanne;33;94464
Madlen;Neubauer;f;Bern;41;86062
Mariam;Westphal;f;Winterthur;22;43778
Miley;Heinze;f;Luzern;64;48268
Saskia;Baum;f;Lugano;59;53163
Tiana;Schön;f;Biel/Bienne;21;50530
Abby;Wimmer;f;Thun;70;76567
Aleyna;Marquardt;f;Köniz;27;89616
Ann;Stadler;f;Schaffhausen;69;63117
Edda;Schlegel;f;Freiburg;60;44265
Jolien;Kremer;f;Chur;26;53430
Adriana;Ahrens;f;Neuenburg;21;45887
Cara;Hammer;f;Vernier;66;94075
Hedi;Röder;f;Uster;66;41952
Ilayda;Pieper;f;Sitten;70;79188
Jenna;Kirsch;f;Lancy;21;88175
Miray;Fuhrmann;f;Emmen;49;69018
Alia;Henning;f;Yverdon-les-Bains;66;74904
Elsa;Krug;f;Zug;24;77536
Esila;Popp;f;Kriens;27;70399
Jennifer;Conrad;f;Rapperswil-Jona;70;88258
Alexia;Karl;f;Dübendorf;67;97737
Ellen;Krieger;f;Montreux;61;42329
Felicia;Mann;f;Dietikon;22;96910
Janina;Wiedemann;f;Frauenfeld;21;53404
Joana;Lemke;f;Wetzikon;26;74155
Kaja;Erdmann;f;Baar;26;46505
Liara;Mertens;f;Meyrin;28;97226
Marit;Heß;f;Riehen;70;41046
Juliana;Esser;f;Wädenswil;28;42729
Juliane;Hanke;f;Wettingen;24;87372
Lilia;Strauß;f;Carouge;34;41894
Smilla;Miller;f;Renens;40;86083
Talea;Berndt;f;Kreuzlingen;70;94565
Viola;Konrad;f;Aarau;57;40787
Anouk;Jacob;f;Allschwil;58;95953
Charlotta;Philipp;f;Bulle;21;62996
Jasmina;Metzger;f;Horgen;64;98411
Levke;Henke;f;Nyon;47;99383
Aimee;Wiese;f;Reinach;37;43655
Ecrin;Hauser;f;Vevey;31;86897
Malea;Dittrich;f;Kloten;64;50848
Marieke;Albert;f;Wil;21;97283
Naemi;Klose;f;Baden;34;75422
Adelina;Bader;f;Gossau;31;99039
Mathilde;Herbst;f;Onex;36;42608
Melek;Henkel;f;Bülach;70;40501
Melisa;Kröger;f;Volketswil;21;53416
Naomi;Wahl;f;Bellinzona;33;66793
Nike;Bartels;f;Muttenz;29;93537
Philine;Harms;f;Thalwil;60;59346
Shania;Fritsch;f;Pully;67;59484
Verena;Adler;f;Olten;69;52840
Cora;Großmann;f;Regensdorf;22;99077
Felia;Burger;f;Adliswil;21;98011
Malou;Schrader;f;Monthey;45;44561
Patricia;Probst;f;Schlieren;54;73471
Bianca;Martens;f;Martigny;63;44505
Claire;Baur;f;Solothurn;39;41815
Delia;Burkhardt;f;Grenchen;69;91982
Friederike;Hess;f;Freienbach;22;98946
Giuliana;Mayr;f;Illnau-Effretikon;65;97918
Yagmur;Nolte;f;Opfikon;48;44087
Cassandra;Heine;f;Siders;25;44885
Joy;Kuhlmann;f;Ostermundigen;23;87570
Loreen;Klaus;f;Steffisburg;28;78258
Sena;Kühne;f;Burgdorf;51;75563
Tara;Kluge;f;Pratteln;27;95632
Ceyda;Bernhardt;f;Herisau;25;86620
Eslem;Blank;f;Locarno;64;95910
Helin;Hamann;f;Langenthal;21;44577
Jona;Steffen;f;Cham;23;43974
Lola;Brenner;f;Morges;52;65714
Malena;Rauch;f;Binningen;26;69311
Melody;Reiter;f;Wohlen;65;74664
Romina;Preuß;f;Schwyz;63;82959
Anja;Jost;f;Einsiedeln;65;78104
Fatima;Wild;f;Stäfa;31;82086
Zara;Hummel;f;Wallisellen;40;98759
Zehra;Beier;f;Arbon;64;86536
Annemarie;Krauß;f;Liestal;64;54908
Cecilia;Lindemann;f;Thônex;21;42616
Dalia;Herold;f;Küsnacht;22;99330
Elea;Christ;f;Horw;30;43506
Ellie;Niemann;f;Versoix;27;68329
Katja;Funke;f;Uzwil;27;79852
Melis;Haupt;f;Muri;70;98842
Stefanie;Janßen;f;Meilen;68;42484
Tina;Vollmer;f;Spiez;70;94969
Feyza;Straub;f;Brig-Glis;25;53994
Fine;Strobel;f;Richterswil;68;41905
Josephina;Wiegand;f;Oftringen;33;42464
Vivian;Merz;f;Glarus;70;91094
Adele;Haag;f;Amriswil;48;97001
Alva;Holz;f;Küssnacht;27;95165
Eleni;Knoll;f;Ebikon;25;97550
Eliza;Zander;f;Zollikon;70;74209
Enni;Rausch;f;Rüti;69;96218
Franka;Bode;f;Rheinfelden;66;40623
Janna;Beer;f;Lyss;51;40999
Maileen;Betz;f;Münchenstein;23;86270
Maxi;Anders;f;Delsberg;21;69608
Sidney;Wetzel;f;Gland;22;40847
Ada;Hartung;f;Mendrisio;70;66073
Amara;Glaser;f;Prilly;34;48463
Inga;Fleischer;f;Villars-sur-Glâne;23;60963
Leia;Rupp;f;Worb;22;50164
Liz;Reichel;f;Buchs;31;91930
Lou;Lohmann;f;Davos;30;42914
Lydia;Diehl;f;Ecublens;70;45572
Marisa;Jordan;f;Affoltern;22;46537
Sila;Eder;f;Bassersdorf;24;79952
Stina;Rothe;f;Ittigen;22;74097
Tamia;Weis;f;Münsingen;21;95425
Alara;Heinemann;f;Altstätten;55;44326
Anisa;Dörr;f;Spreitenbach;70;51572
Cleo;Metz;f;Val-de-Travers;21;43243
Megan;Kroll;f;Zofingen;21;48457
Nea;Freund;f;Arth;24;65311
Penelope;Wegener;f;Pfäffikon;60;46962
Zümra;Hohmann;f;Männedorf;49;99573
Beyza;Geißler;f;Oberwil;21;50216
Charleen;Schüler;f;Chêne-Bougeries;22;40607
Femke;Schade;f;Brugg;21;93053
Henrieke;Raab;f;Weinfelden;21;98876
Jamila;Feldmann;f;Hinwil;25;98645
Jenny;Zeller;f;Birsfelden;39;40742
Mirja;Neubert;f;Belp;21;87486
Nila;Rapp;f;Aesch;49;40806
Salome;Kessler;f;Le;34;99591
Sandra;Heck;f;Möhlin;32;43417
Alessa;Meister;f;Veyrier;21;43210
Christin;Stock;f;Zürich;61;57119
Evelina;Römer;f;Genf;36;58308
Joyce;Seiler;f;Basel;22;43397
Kiana;Altmann;f;Lausanne;70;98253
Line;Behrendt;f;Bern;32;41219
Natalia;Jacobs;f;Winterthur;23;41218
Ria;Mai;f;Luzern;26;45717
Tanja;Bär;f;Lugano;40;68342
Betty;Wunderlich;f;Biel/Bienne;61;58645
Davina;Schütte;f;Thun;26;66684
Defne;Lauer;f;Köniz;66;98850
Denise;Benz;f;Schaffhausen;27;87840
Dila;Weise;f;Freiburg;45;99334
Eleonora;Völker;f;Chur;21;40380
Gloria;Sonntag;f;Neuenburg;21;98715
Judith;Bühler;f;Vernier;64;59593
Julika;Gerber;f;Uster;48;96727
Käthe;Kellner;f;Sitten;21;49472
Katrin;Bittner;f;Lancy;33;92439
Laureen;Schweizer;f;Emmen;21;59521
Leonora;Keßler;f;Yverdon-les-Bains;36;91386
Lisbeth;Hagen;f;Zug;31;40983
Luzi;Wieland;f;Kriens;69;92991
Maxima;Born;f;Rapperswil-Jona;21;44125
Neyla;Merkel;f;Dübendorf;39;40508
Nisanur;Falk;f;Montreux;23;89134
Phoebe;Busse;f;Dietikon;70;50691
Ruby;Gross;f;Frauenfeld;60;59879
Sabrina;Eichhorn;f;Wetzikon;46;51403
Vera;Greiner;f;Baar;69;47995
Ziva;Moritz;f;Meyrin;57;73146
Abigail;Forster;f;Riehen;21;42393
Alya;Stumpf;f;Wädenswil;70;94181
Andrea;Seidl;f;Wettingen;63;96307
Ariana;Scharf;f;Carouge;48;42363
Belinay;Hentschel;f;Renens;58;52938
Fanny;Buck;f;Kreuzlingen;65;42068
Ivy;Voss;f;Aarau;69;43373
Joanna;Hartwig;f;Allschwil;48;50798
Jolin;Heil;f;Bulle;47;83620
Lavin;Eberhardt;f;Horgen;57;78158
Maren;Oswald;f;Nyon;26;49901
Melike;Lechner;f;Reinach;51;80604
Nia;Block;f;Vevey;58;43875
Nova;Heim;f;Kloten;23;76100
Saphira;Steffens;f;Wil;21;70717
Tia;Weigel;f;Baden;21;97348
Amanda;Pietsch;f;Gossau;64;89025
Ariane;Brandl;f;Onex;44;43429
Arina;Schott;f;Bülach;69;82537
Dorothea;Gottschalk;f;Volketswil;35;65210
Emina;Bertram;f;Bellinzona;55;49388
Feline;Ehlers;f;Muttenz;22;99236
Julina;Fleischmann;f;Thalwil;21;88452
Lieselotte;Albers;f;Pully;22;99037
Luca;Weidner;f;Olten;55;96692
Mette;Hiller;f;Regensdorf;23;44205
Narin;Seeger;f;Adliswil;57;40674
Nilay;Geyer;f;Monthey;70;40489
Philippa;Jürgens;f;Schlieren;54;56814
Polly;Baumgartner;f;Martigny;49;92623
Rafaela;Mack;f;Solothurn;21;85116
Ruth;Schuler;f;Grenchen;45;40504
Sharon;Appel;f;Freienbach;30;43160
Summer;Pape;f;Illnau-Effretikon;68;56796
Clarissa;Dorn;f;Opfikon;22;40401
Elanur;Wulf;f;Siders;64;96866
Esther;Opitz;f;Ostermundigen;22;97881
Isa;Wiesner;f;Steffisburg;53;59957
Liyana;Hecht;f;Burgdorf;50;41130
Nadine;Moll;f;Pratteln;70;40664
Sarina;Gabriel;f;Herisau;70;42487
Serafina;Auer;f;Locarno;66;80572
Violetta;Engelmann;f;Langenthal;25;48664
Yasmina;Singer;f;Cham;41;80910
Ylva;Neuhaus;f;Morges;58;98858
Acelya;Giese;f;Binningen;28;81433
Anita;Schütze;f;Wohlen;56;55019
Annabella;Geisler;f;Schwyz;27;43359
Ceren;Ruf;f;Einsiedeln;70;62257
Damla;Heuer;f;Stäfa;70;54589
Fatma;Noll;f;Wallisellen;21;47430
Fina;Scheffler;f;Arbon;30;70068
Frederike;Sauter;f;Liestal;44;77077
Grace;Reimer;f;Thônex;69;42591
Lale;Klemm;f;Küsnacht;51;90529
Leevke;Schaller;f;Horw;31;40864
Mareike;Hempel;f;Versoix;35;98906
Mieke;Kretschmer;f;Uzwil;21;63641
Rahel;Runge;f;Muri;69;91608
Stine;Springer;f;Meilen;69;99519
Timea;Riedl;f;Spiez;30;98157
Wiebke;Steinbach;f;Brig-Glis;26;99472
Alicja;Michels;f;Richterswil;48;97850
Anneke;Barthel;f;Oftringen;21;66781
Hanna;Pfaff;f;Glarus;21;80023
Sophia;Kohler;f;Amriswil;21;93657
Leah;Zahn;f;Küssnacht;25;82820
Emilie;Radtke;f;Ebikon;42;97303
Sofie;Neugebauer;f;Zollikon;41;80428
Lilli;Hensel;f;Rüti;30;63662
Louisa;Winkelmann;f;Rheinfelden;22;98378
Neele;Gebauer;f;Lyss;34;63369
Maya;Engels;f;Münchenstein;22;95967
Klara;Wichmann;f;Delsberg;70;88359
Sara;Eichler;f;Gland;31;49750
Matilda;Schnell;f;Mendrisio;27;99458
Zoé;Weller;f;Prilly;70;84515
Frida;Brüggemann;f;Villars-sur-Glâne;66;97651
Liah;Scholl;f;Worb;39;66645
Emelie;Timm;f;Buchs;27;51265
Viktoria;Siegel;f;Davos;70;51117
Finnja;Heise;f;Ecublens;31;57164
Isabel;Rösch;f;Affoltern;53;97495
Marah;Bürger;f;Bassersdorf;21;95176
Yasmin;Hinrichs;f;Ittigen;70;72094
Lucie;Stolz;f;Münsingen;23;42174
Louise;Walz;f;Altstätten;21;40767
Karla;Specht;f;Spreitenbach;29;97805
Teresa;Dick;f;Val-de-Travers;50;99041
Marta;Geier;f;Zofingen;64;99572
Kiara;Volk;f;Arth;21;69376
Karlotta;Junker;f;Pfäffikon;38;62853
Annabelle;Prinz;f;Männedorf;65;45444
Mayla;Otte;f;Oberwil;63;78748
Annie;Schick;f;Chêne-Bougeries;23;43301
Sinah;Klotz;f;Brugg;69;93233
Leyla;Haller;f;Weinfelden;68;92538
Eileen;Rother;f;Hinwil;70;81760
Joelina;Koller;f;Birsfelden;65;47436
Kyra;Börner;f;Belp;21;61822
Alyssa;Thoma;f;Aesch;70;64275
Aliya;Drescher;f;Le;22;52930
Haylie;Kempf;f;Möhlin;45;49593
Lenya;Schirmer;f;Veyrier;69;55950
Vivienne;Faber;f;Zürich;28;42405
Caroline;Frenzel;f;Genf;21;98365
Yuna;Uhlig;f;Basel;26;84184
Elly;Schnabel;f;Lausanne;24;99462
Linn;Wirtz;f;Bern;37;91985
Karolina;Dürr;f;Winterthur;43;70860
Letizia;Kranz;f;Luzern;26;80275
Marlen;Kasper;f;Lugano;67;47689
Layla;Hausmann;f;Biel/Bienne;35;44220
Kimberley;Hagemann;f;Thun;69;41052
Nahla;Gerhardt;f;Köniz;21;87583
Nelli;Lux;f;Schaffhausen;42;77578
Emmy;Fries;f;Freiburg;42;55534
Evelin;Haug;f;Chur;25;66904
Nathalie;Endres;f;Neuenburg;21;96992
Yara;Maas;f;Vernier;69;62394
Linnea;Schürmann;f;Uster;45;71527
Jessica;Eberle;f;Sitten;67;87054
Nayla;Knapp;f;Lancy;68;97093
Karina;Eggert;f;Emmen;63;40764
Mayra;Brauer;f;Yverdon-les-Bains;21;99567
Joeline;Finke;f;Zug;68;76727
Josy;Paulus;f;Kriens;56;49500
Chayenne;Petzold;f;Rapperswil-Jona;21;56033
Ylvie;Hauck;f;Dübendorf;70;76676
Jil;Rath;f;Montreux;69;44757
Meike;Elsner;f;Dietikon;22;89502
Rike;Dreyer;f;Frauenfeld;24;82769
Maylin;Sievers;f;Wetzikon;22;63799
Josephin;Faust;f;Baar;21;40641
Lillian;Dittmann;f;Meyrin;21;57688
Thalia;Wehner;f;Riehen;65;42177
Mattea;Kilian;f;Wädenswil;33;92686
Madleen;Sattler;f;Wettingen;69;64253
Maryam;Reichelt;f;Carouge;70;98168
Hedy;Langner;f;Renens;32;66653
Kaya;Rabe;f;Kreuzlingen;38;50476
Thalea;Bremer;f;Aarau;21;52711
Marike;Abel;f;Allschwil;22;99416
Bianka;Pütz;f;Bulle;21;97520
Kassandra;Wittig;f;Horgen;41;47861
Jonah;Kühl;f;Nyon;34;40454
Stephanie;Schober;f;Reinach;69;44443
Josefina;Maaß;f;Vevey;68;82027
Mayleen;Cordes;f;Kloten;36;66059
Sydney;Uhl;f;Wil;69;93256
Leya;Kahl;f;Baden;51;51556
Henrike;Korn;f;Gossau;68;42163
Kristin;Harder;f;Onex;22;85381
Catrin;Bernhard;f;Bülach;69;46478
Luzie;Ullmann;f;Volketswil;43;44708
Luka;Thieme;f;Bellinzona;25;41505
Raphaela;Klinger;f;Muttenz;28;82763
Ben;Bohn;m;Thalwil;49;49988
Luca;Biermann;m;Pully;69;84498
Paul;Vogl;m;Olten;69;46182
Jonas;Schütt;m;Regensdorf;66;53582
Finn;Schaefer;m;Adliswil;21;91275
Leon;Nguyen;m;Monthey;26;42006
Luis;Kemper;m;Schlieren;30;59522
Lukas;Knorr;m;Martigny;21;67006
Maximilian;Michaelis;m;Solothurn;22;72265
Felix;Große;m;Grenchen;21;40398
Noah;Gerdes;m;Freienbach;67;99037
Elias;Stöhr;m;Illnau-Effretikon;27;54600
Julian;Hartl;m;Opfikon;23;96362
Max;Lehner;m;Siders;70;65012
Tim;Mielke;m;Ostermundigen;25;41282
Moritz;Eggers;m;Steffisburg;25;76768
Henry;Schaaf;m;Burgdorf;60;95700
Niklas;Sieber;m;Pratteln;50;85994
Philipp;Melzer;m;Herisau;21;93099
Jakob;Behr;m;Locarno;54;83292
Tom;Weiler;m;Langenthal;23;97941
Emil;Lippert;m;Cham;60;41204
Alexander;Eckhardt;m;Morges;31;51606
David;Höfer;m;Binningen;28;97435
Oskar;Fritzsche;m;Wohlen;23;43992
Fabian;Helbig;m;Schwyz;70;98685
Anton;Theis;m;Einsiedeln;34;41267
Erik;Schlosser;m;Stäfa;40;48649
Rafael;Leonhardt;m;Wallisellen;21;52098
Matteo;Ries;m;Arbon;39;99003
Leo;Reinhold;m;Liestal;26;79419
